# u v x y z
1.556756138801574707e+00 -3.478559494018554688e+00 1.354210004210472107e+00 -3.177336692810058594e+00 2.651502132415771484e+00
3.394911289215087891e+00 1.444303035736083984e+00 3.116280823945999146e+00 1.273196950554847717e+00 2.756782531738281250e+00
-3.410964965820312500e+00 -1.496930122375488281e+00 -3.129816144704818726e+00 -1.314011767506599426e+00 2.717082023620605469e+00
-1.476132512092590332e+00 3.410506010055541992e+00 -1.300656422972679138e+00 3.130969166755676270e+00 2.732317924499511719e+00
3.594622611999511719e+00 5.502097606658935547e-01 3.431807607412338257e+00 5.282763484865427017e-01 3.136680126190185547e+00
4.469173252582550049e-01 -3.585194587707519531e+00 4.297875184565782547e-01 -3.435431241989135742e+00 3.170786857604980469e+00
-3.580160617828369141e+00 -5.288466215133666992e-01 -3.428286463022232056e+00 -5.085300281643867493e-01 3.146131992340087891e+00
-5.144135951995849609e-01 3.621000289916992188e+00 -4.976966381072998047e-01 3.465726926922798157e+00 3.139188766479492188e+00
-7.382048293948173523e-03 -3.879150152206420898e+00 -9.146627387963235378e-03 -3.736704915761947632e+00 3.138057708740234375e+00
2.567159414291381836e+00 -3.311618089675903320e+00 2.158854514360427856e+00 -2.875910669565200806e+00 2.117232322692871094e+00
-2.759354829788208008e+00 3.311835765838623047e+00 -2.326045393943786621e+00 2.856954663991928101e+00 2.015707731246948242e+00
3.335690498352050781e+00 2.791363239288330078e+00 2.870792746543884277e+00 2.347892731428146362e+00 1.984786391258239746e+00
-3.220299243927001953e+00 -2.636440753936767578e+00 -2.790574222803115845e+00 -2.227789551019668579e+00 2.125132322311401367e+00
3.579249382019042969e+00 1.387957215309143066e+00 3.298323005437850952e+00 1.226784482598304749e+00 2.718955755233764648e+00
-3.452183961868286133e+00 -1.334855198860168457e+00 -3.194930791854858398e+00 -1.187544986605644226e+00 2.798010826110839844e+00
1.371086716651916504e+00 -3.536844015121459961e+00 1.210490360856056213e+00 -3.262655466794967651e+00 2.741834878921508789e+00
-1.319392085075378418e+00 3.590453863143920898e+00 -1.176309913396835327e+00 3.325340718030929565e+00 2.756858348846435547e+00
-4.489301443099975586e-01 -3.610953330993652344e+00 -4.362002480775117874e-01 -3.461297824978828430e+00 3.163042068481445312e+00
5.495392084121704102e-01 3.462003469467163086e+00 5.243530869483947754e-01 3.309362262487411499e+00 3.181048870086669922e+00
3.454703330993652344e+00 -5.501171350479125977e-01 3.297794088721275330e+00 -5.271532628685235977e-01 3.185555219650268555e+00
-3.577901601791381836e+00 4.215289652347564697e-01 -3.435718357563018799e+00 4.079594211652874947e-01 3.179129600524902344e+00
-3.485031843185424805e+00 2.646216392517089844e+00 -3.026391029357910156e+00 2.215529203414916992e+00 1.994941234588623047e+00
2.541205644607543945e+00 3.464402914047241211e+00 2.127392917871475220e+00 3.017318785190582275e+00 2.061654329299926758e+00
3.388461351394653320e+00 -2.640427827835083008e+00 2.933859914541244507e+00 -2.215956211090087891e+00 2.040834903717041016e+00
-2.649222612380981445e+00 -3.399196147918701172e+00 -2.226262480020523071e+00 -2.947470217943191528e+00 2.034687995910644531e+00
3.294264316558837891e+00 -1.758793354034423828e+00 2.970924139022827148e+00 -1.516597032546997070e+00 2.603653430938720703e+00
-3.198413372039794922e+00 1.825902342796325684e+00 -2.880552142858505249e+00 1.573944985866546631e+00 2.604368925094604492e+00
1.695613861083984375e+00 3.234647274017333984e+00 1.467546731233596802e+00 2.929360568523406982e+00 2.666185379028320312e+00
-1.833805322647094727e+00 -3.238582134246826172e+00 -1.580961257219314575e+00 -2.913827091455459595e+00 2.585009098052978516e+00
3.292493581771850586e+00 -1.402057409286499023e+00 3.025647789239883423e+00 -1.240045055747032166e+00 2.820276975631713867e+00
-3.177366733551025391e+00 1.511777043342590332e+00 -2.909725219011306763e+00 1.329172611236572266e+00 2.801619052886962891e+00
1.390509247779846191e+00 3.312790632247924805e+00 1.228873878717422485e+00 3.050646662712097168e+00 2.817706823348999023e+00
-1.388275861740112305e+00 -3.196425914764404297e+00 -1.234739750623703003e+00 -2.944031536579132080e+00 2.870107173919677734e+00
1.458565235137939453e+00 -3.341684341430664062e+00 1.281098827719688416e+00 -3.065504401922225952e+00 2.765787601470947266e+00
3.185325384140014648e+00 1.464490294456481934e+00 2.917107701301574707e+00 1.292316332459449768e+00 2.828691244125366211e+00
-3.184762239456176758e+00 -1.475045084953308105e+00 -2.922144114971160889e+00 -1.300943166017532349e+00 2.821314573287963867e+00
-1.396230816841125488e+00 3.232529640197753906e+00 -1.241238459944725037e+00 2.977212876081466675e+00 2.850839138031005859e+00
-2.609369277954101562e+00 -3.561563014984130859e+00 -2.180841505527496338e+00 -3.098084807395935059e+00 1.981761574745178223e+00
3.705292940139770508e+00 -2.655198574066162109e+00 3.216659367084503174e+00 -2.203522384166717529e+00 1.885730981826782227e+00
2.477909803390502930e+00 3.648231506347656250e+00 2.062927514314651489e+00 3.191480010747909546e+00 2.014437675476074219e+00
-3.668458223342895508e+00 2.520471334457397461e+00 -3.207702070474624634e+00 2.098838746547698975e+00 1.982532978057861328e+00
-8.509207367897033691e-01 -3.109329938888549805e+00 -7.962851524353027344e-01 -2.939918622374534607e+00 3.192136764526367188e+00
3.230546951293945312e+00 -8.670606613159179688e-01 3.047002285718917847e+00 -8.066724054515361786e-01 3.136244535446166992e+00
-2.994186639785766602e+00 7.939031124114990234e-01 -2.840915352106094360e+00 7.437696233391761780e-01 3.258587837219238281e+00
7.861204147338867188e-01 3.166549444198608398e+00 7.346789240837097168e-01 3.001250550150871277e+00 3.196059226989746094e+00
-3.084203481674194336e+00 -8.222259879112243652e-01 -2.922728523612022400e+00 -7.690747044980525970e-01 3.212000370025634766e+00
3.136091470718383789e+00 8.739924430847167969e-01 2.957536682486534119e+00 8.138592131435871124e-01 3.170706510543823242e+00
7.629873752593994141e-01 -3.109905242919921875e+00 7.142307311296463013e-01 -2.949003204703330994e+00 3.228259325027465820e+00
-1.067129611968994141e+00 3.161481380462646484e+00 -9.781438931822776794e-01 2.960247039794921875e+00 3.063810825347900391e+00
2.420397996902465820e+00 -3.087819814682006836e+00 2.052571237087249756e+00 -2.692994922399520874e+00 2.304117202758789062e+00
-2.546242713928222656e+00 3.234441518783569336e+00 -2.153946846723556519e+00 2.812739551067352295e+00 2.169535875320434570e+00
3.222117900848388672e+00 2.539107561111450195e+00 2.798330426216125488e+00 2.145562648773193359e+00 2.177138805389404297e+00
-3.075081110000610352e+00 -2.481817245483398438e+00 -2.679143577814102173e+00 -2.109271645545959473e+00 2.279179334640502930e+00
-3.316454172134399414e+00 2.568745613098144531e+00 -2.884887337684631348e+00 2.164130270481109619e+00 2.116962671279907227e+00
2.611139774322509766e+00 3.299128770828247070e+00 2.197135597467422485e+00 2.860465049743652344e+00 2.099342584609985352e+00
3.203927516937255859e+00 -2.684703826904296875e+00 2.763922184705734253e+00 -2.266932159662246704e+00 2.103565216064453125e+00
-2.700334548950195312e+00 -3.244468450546264648e+00 -2.281069159507751465e+00 -2.803380042314529419e+00 2.079597949981689453e+00
-2.444041967391967773e-01 -3.629941463470458984e+00 -2.410664376802742481e-01 -3.492780372500419617e+00 3.203107357025146484e+00
3.136988282203674316e-01 3.487685680389404297e+00 3.031283654272556305e-01 3.353106737136840820e+00 3.238160610198974609e+00
-3.571768045425415039e+00 2.339313626289367676e-01 -3.441817581653594971e+00 2.285679802298545837e-01 3.222198724746704102e+00
3.491591215133666992e+00 -3.157713115215301514e-01 3.352036148309707642e+00 -3.073438284918665886e-01 3.238297224044799805e+00
2.821868658065795898e-01 -3.518469810485839844e+00 2.731691766530275345e-01 -3.383493587374687195e+00 3.234322071075439453e+00
-3.531369209289550781e+00 -3.561147749423980713e-01 -3.396114423871040344e+00 -3.465586900711059570e-01 3.212695598602294922e+00
-3.874227404594421387e-01 3.528914213180541992e+00 -3.786913855001330376e-01 3.388507112860679626e+00 3.208476543426513672e+00
3.475232839584350586e+00 4.320681095123291016e-01 3.328586891293525696e+00 4.184671118855476379e-01 3.216259717941284180e+00
-2.690999507904052734e+00 3.150689363479614258e+00 -2.281303077936172485e+00 2.721356809139251709e+00 2.129734516143798828e+00
2.721740722656250000e+00 -2.993129491806030273e+00 2.313104182481765747e+00 -2.575526714324951172e+00 2.185829401016235352e+00
3.021656751632690430e+00 2.801898479461669922e+00 2.591709643602371216e+00 2.382747948169708252e+00 2.131360292434692383e+00
-2.998128890991210938e+00 -2.587034463882446289e+00 -2.598834961652755737e+00 -2.203154772520065308e+00 2.258699178695678711e+00
3.229012250900268555e+00 -1.608066201210021973e+00 2.933886855840682983e+00 -1.401429831981658936e+00 2.722271442413330078e+00
-3.205003499984741211e+00 1.669618725776672363e+00 -2.910722792148590088e+00 1.451706007122993469e+00 2.695714473724365234e+00
1.539439678192138672e+00 3.277833700180053711e+00 1.345360368490219116e+00 2.994167238473892212e+00 2.742773771286010742e+00
-1.648757696151733398e+00 -3.130418300628662109e+00 -1.439784184098243713e+00 -2.842174291610717773e+00 2.742279291152954102e+00
-2.104635000228881836e+00 -3.156117439270019531e+00 -1.798205643892288208e+00 -2.798802912235260010e+00 2.458685159683227539e+00
3.211822032928466797e+00 -1.891776204109191895e+00 2.874583542346954346e+00 -1.622970461845397949e+00 2.557763576507568359e+00
-3.170093536376953125e+00 1.980612158775329590e+00 -2.831543624401092529e+00 1.696832954883575439e+00 2.523987293243408203e+00
1.849700450897216797e+00 3.176425933837890625e+00 1.589596509933471680e+00 2.852046698331832886e+00 2.597831964492797852e+00
3.125606060028076172e+00 -1.346048831939697266e+00 2.878044798970222473e+00 -1.198045000433921814e+00 2.919936418533325195e+00
-3.084143877029418945e+00 1.345225930213928223e+00 -2.848414912819862366e+00 1.199421420693397522e+00 2.937095165252685547e+00
1.219942450523376465e+00 3.169018745422363281e+00 1.095340497791767120e+00 2.942350760102272034e+00 2.973363399505615234e+00
-1.222731351852416992e+00 -3.104249000549316406e+00 -1.104283086955547333e+00 -2.882872059941291809e+00 3.001930475234985352e+00
3.770904064178466797e+00 2.038730233907699585e-01 3.624962761998176575e+00 2.001498755998909473e-01 3.161532402038574219e+00
-1.947804242372512817e-01 3.788791179656982422e+00 -1.933771633775904775e-01 3.647498667240142822e+00 3.155642509460449219e+00
-3.780364990234375000e+00 -8.925267308950424194e-02 -3.645827054977416992e+00 -8.800934290047734976e-02 3.166464090347290039e+00
1.734035760164260864e-01 -3.844584465026855469e+00 1.681751064024865627e-01 -3.700255244970321655e+00 3.138816356658935547e+00
-3.169010162353515625e+00 -2.304130554199218750e+00 -2.785465627908706665e+00 -1.956843614578247070e+00 2.335524797439575195e+00
2.223291397094726562e+00 -3.213574886322021484e+00 1.884023994207382202e+00 -2.831432819366455078e+00 2.359048604965209961e+00
-2.397131443023681641e+00 3.249482870101928711e+00 -2.030221641063690186e+00 2.844785988330841064e+00 2.246850728988647461e+00
3.256180286407470703e+00 2.341079711914062500e+00 2.853617429733276367e+00 1.980665683746337891e+00 2.273970842361450195e+00
5.423492193222045898e-01 -3.226135253906250000e+00 5.171022880822420120e-01 -3.084078729152679443e+00 3.270315408706665039e+00
2.992005825042724609e+00 7.626070380210876465e-01 2.834395602345466614e+00 7.171668335795402527e-01 3.276524782180786133e+00
-3.142117738723754883e+00 -4.267043471336364746e-01 -3.019006252288818359e+00 -4.122701091691851616e-01 3.335670471191406250e+00
-5.416473150253295898e-01 3.275225639343261719e+00 -5.221584122627973557e-01 3.133275330066680908e+00 3.254376649856567383e+00
3.114034652709960938e+00 -5.025118589401245117e-01 2.977047026157379150e+00 -4.821493979543447495e-01 3.326091527938842773e+00
-3.199962854385375977e+00 4.535417258739471436e-01 -3.072323441505432129e+00 4.371253922581672668e-01 3.306300163269042969e+00
-6.157999634742736816e-01 -3.157926559448242188e+00 -5.890500079840421677e-01 -3.013511642813682556e+00 3.272057056427001953e+00
4.695851802825927734e-01 3.092565059661865234e+00 4.492078889161348343e-01 2.964107975363731384e+00 3.342376232147216797e+00
-2.949220418930053711e+00 -2.241869688034057617e+00 -2.595619738101959229e+00 -1.919155389070510864e+00 2.472698926925659180e+00
2.246845483779907227e+00 -3.035197257995605469e+00 1.913056373596191406e+00 -2.667093873023986816e+00 2.426785707473754883e+00
-2.248787164688110352e+00 3.074924230575561523e+00 -1.919935882091522217e+00 2.706471502780914307e+00 2.411833524703979492e+00
3.052749395370483398e+00 2.317901134490966797e+00 2.673176914453506470e+00 1.974092006683349609e+00 2.380714178085327148e+00
2.903290271759033203e+00 3.216135263442993164e+00 2.450783252716064453e+00 2.754542917013168335e+00 1.982073307037353516e+00
3.049072742462158203e+00 -2.878150463104248047e+00 2.606933057308197021e+00 -2.444549709558486938e+00 2.076442480087280273e+00
-3.134878396987915039e+00 2.965741634368896484e+00 -2.680197030305862427e+00 2.515182405710220337e+00 1.992067694664001465e+00
-2.790151357650756836e+00 -3.103873252868652344e+00 -2.368594646453857422e+00 -2.669025450944900513e+00 2.099255800247192383e+00
-7.348050475120544434e-01 -3.032927036285400391e+00 -6.950428038835525513e-01 -2.881398230791091919e+00 3.272596120834350586e+00
3.078526020050048828e+00 -6.754734516143798828e-01 2.925738245248794556e+00 -6.391621343791484833e-01 3.277673244476318359e+00
-3.006770133972167969e+00 6.265796422958374023e-01 -2.871726006269454956e+00 5.954247117042541504e-01 3.321616888046264648e+00
6.223640441894531250e-01 3.004670143127441406e+00 5.888942033052444458e-01 2.865735933184623718e+00 3.324552774429321289e+00
-9.921398758888244629e-01 -3.181663990020751953e+00 -9.156823605298995972e-01 -2.989531069993972778e+00 3.095460891723632812e+00
3.214785814285278320e+00 -1.030642271041870117e+00 3.009389579296112061e+00 -9.437525346875190735e-01 3.060157537460327148e+00
-3.164011240005493164e+00 9.789939522743225098e-01 -2.977836728096008301e+00 9.018321335315704346e-01 3.105315685272216797e+00
1.051350593566894531e+00 3.282438278198242188e+00 9.584206193685531616e-01 3.074698016047477722e+00 3.021602630615234375e+00
-3.157804250717163086e+00 -1.054917693138122559e+00 -2.960953831672668457e+00 -9.653895497322082520e-01 3.069311857223510742e+00
3.311998605728149414e+00 1.005269527435302734e+00 3.106232851743698120e+00 9.241031259298324585e-01 3.038222312927246094e+00
9.212585687637329102e-01 -3.195266723632812500e+00 8.501760810613632202e-01 -3.009494930505752563e+00 3.122159957885742188e+00
-1.053128004074096680e+00 3.288430452346801758e+00 -9.662752673029899597e-01 3.082256183028221130e+00 3.022475004196166992e+00
-2.491289824247360229e-01 -3.396653890609741211e+00 -2.454931582324206829e-01 -3.269632503390312195e+00 3.284680366516113281e+00
1.894316077232360840e-01 3.344641208648681641e+00 1.827643127180635929e-01 3.222601711750030518e+00 3.310478687286376953e+00
-3.199965000152587891e+00 1.487818807363510132e-01 -3.089418366551399231e+00 1.452689405996352434e-01 3.365976810455322266e+00
3.355455398559570312e+00 -2.042510509490966797e-01 3.227572321891784668e+00 -1.994441146962344646e-01 3.306412458419799805e+00
1.500750631093978882e-01 -3.290365219116210938e+00 1.446155435405671597e-01 -3.171155333518981934e+00 3.335278272628784180e+00
-3.290456533432006836e+00 -2.078958749771118164e-01 -3.173904649913311005e+00 -2.034468669444322586e-01 3.326370000839233398e+00
-3.742039203643798828e-01 3.340257406234741211e+00 -3.658269122242927551e-01 3.209302738308906555e+00 3.279123306274414062e+00
3.203253984451293945e+00 4.522725939750671387e-01 3.067207887768745422e+00 4.367420412600040436e-01 3.309222459793090820e+00
-2.290106534957885742e+00 -3.248926877975463867e+00 -1.942287206649780273e+00 -2.857748478651046753e+00 2.308415412902832031e+00
3.277557849884033203e+00 -2.153370857238769531e+00 2.896828442811965942e+00 -1.826700359582901001e+00 2.372251272201538086e+00
-3.301652193069458008e+00 2.162551641464233398e+00 -2.925295025110244751e+00 1.835014402866363525e+00 2.357872247695922852e+00
2.207501173019409180e+00 3.225398540496826172e+00 1.871414065361022949e+00 2.845434337854385376e+00 2.363432645797729492e+00
-1.917536735534667969e+00 -3.053161621093750000e+00 -1.653798490762710571e+00 -2.731212645769119263e+00 2.614865779876708984e+00
3.078563690185546875e+00 -1.786073803901672363e+00 2.767555594444274902e+00 -1.544483035802841187e+00 2.678484201431274414e+00
-3.035038709640502930e+00 1.706099033355712891e+00 -2.748047202825546265e+00 1.485034674406051636e+00 2.745811700820922852e+00
1.648899197578430176e+00 3.066853523254394531e+00 1.435341477394104004e+00 2.781191766262054443e+00 2.764937400817871094e+00
-1.469444274902343750e+00 -3.029634237289428711e+00 -1.301198616623878479e+00 -2.775794714689254761e+00 2.890610694885253906e+00
1.348273396492004395e+00 3.110816478729248047e+00 1.198137581348419189e+00 2.868172466754913330e+00 2.923525571823120117e+00
3.040812253952026367e+00 -1.511378645896911621e+00 2.773730278015136719e+00 -1.329603239893913269e+00 2.857943773269653320e+00
-2.927142858505249023e+00 1.483156085014343262e+00 -2.681222826242446899e+00 1.311263367533683777e+00 2.922440290451049805e+00
8.120810985565185547e-02 -3.625813961029052734e+00 7.772575132548809052e-02 -3.493635177612304688e+00 3.222019433975219727e+00
-3.639485597610473633e+00 -1.350829750299453735e-01 -3.510053068399429321e+00 -1.328618556726723909e-01 3.211323499679565430e+00
-1.692958623170852661e-01 3.527541399002075195e+00 -1.684964779997244477e-01 3.398712545633316040e+00 3.249020576477050781e+00
3.485701560974121094e+00 1.833888292312622070e-01 3.353145956993103027e+00 1.800357543397694826e-01 3.263235330581665039e+00
-2.755026817321777344e+00 -2.731451749801635742e+00 -2.371167570352554321e+00 -2.346929818391799927e+00 2.303785800933837891e+00
2.790800809860229492e+00 2.756756067276000977e+00 2.394163876771926880e+00 2.363999277353286743e+00 2.270428419113159180e+00
-2.707419157028198242e+00 2.882526159286499023e+00 -2.317205011844635010e+00 2.483104884624481201e+00 2.251973390579223633e+00
2.685954809188842773e+00 -2.855720043182373047e+00 2.293756783008575439e+00 -2.458468347787857056e+00 2.272830963134765625e+00
5.860883593559265137e-01 -3.038582324981689453e+00 5.561996381729841232e-01 -2.900742635130882263e+00 3.325439929962158203e+00
2.912589311599731445e+00 8.874240517616271973e-01 2.743637710809707642e+00 8.249291703104972839e-01 3.251285791397094727e+00
-2.957102298736572266e+00 -6.066445112228393555e-01 -2.826257511973381042e+00 -5.777028445154428482e-01 3.348472118377685547e+00
-6.905924081802368164e-01 3.162439346313476562e+00 -6.567166484892368317e-01 3.010264918208122253e+00 3.241178035736083984e+00
3.220512151718139648e+00 -3.442153334617614746e-01 3.091084927320480347e+00 -3.338401075452566147e-01 3.329646587371826172e+00
-3.188259840011596680e+00 2.894639372825622559e-01 -3.072354517877101898e+00 2.815011180937290192e-01 3.349748373031616211e+00
-3.672336935997009277e-01 -3.139659404754638672e+00 -3.582598371431231499e-01 -3.017317898571491241e+00 3.354459762573242188e+00
3.249756395816802979e-01 3.208647251129150391e+00 3.131989343091845512e-01 3.085737057030200958e+00 3.336391687393188477e+00
-2.539196014404296875e+00 -3.160826683044433594e+00 -2.152537524700164795e+00 -2.747357517480850220e+00 2.207691431045532227e+00
1.657698392868041992e+00 -3.127776384353637695e+00 1.440213099122047424e+00 -2.835025697946548462e+00 2.733727216720581055e+00
-3.240975141525268555e+00 -1.679305791854858398e+00 -2.942271053791046143e+00 -1.458798110485076904e+00 2.675731658935546875e+00
2.965200185775756836e+00 1.661937355995178223e+00 2.682779550552368164e+00 1.451919570565223694e+00 2.803471565246582031e+00
-1.709753394126892090e+00 3.080630779266357422e+00 -1.489876836538314819e+00 2.787517488002777100e+00 2.726912975311279297e+00
2.043092489242553711e+00 -3.175907850265502930e+00 1.741685390472412109e+00 -2.822135269641876221e+00 2.482043981552124023e+00
-2.090857028961181641e+00 3.098036766052246094e+00 -1.791020274162292480e+00 2.748433858156204224e+00 2.493001461029052734e+00
3.103661537170410156e+00 2.099943876266479492e+00 2.747508764266967773e+00 1.794444143772125244e+00 2.483474493026733398e+00
-3.157912731170654297e+00 -2.078706026077270508e+00 -2.806069940328598022e+00 -1.775753915309906006e+00 2.471835136413574219e+00
3.169084310531616211e+00 1.264117240905761719e+00 2.932851716876029968e+00 1.134558275341987610e+00 2.951964378356933594e+00
-2.999677181243896484e+00 -1.348746776580810547e+00 -2.768681868910789490e+00 -1.203882709145545959e+00 2.970521688461303711e+00
1.273900985717773438e+00 -3.087150335311889648e+00 1.138866186141967773e+00 -2.855995073914527893e+00 2.975873231887817383e+00
-1.319133639335632324e+00 3.054714918136596680e+00 -1.182518944144248962e+00 2.822525277733802795e+00 2.967054843902587891e+00
3.202110767364501953e+00 -8.874448388814926147e-02 3.084136761724948883e+00 -8.655741298571228981e-02 3.373416900634765625e+00
-1.667777448892593384e-01 -3.017350196838378906e+00 -1.652502272045239806e-01 -2.909633465111255646e+00 3.434397935867309570e+00
-3.026616573333740234e+00 1.265216469764709473e-01 -2.923833228647708893e+00 1.233902596868574619e-01 3.431758165359497070e+00
3.639978170394897461e-02 3.180483341217041016e+00 3.300127410329878330e-02 3.069070875644683838e+00 3.382035493850708008e+00
-9.192840456962585449e-01 -2.965719461441040039e+00 -8.544539362192153931e-01 -2.794730201363563538e+00 3.215535402297973633e+00
3.060247182846069336e+00 -1.156725049018859863e+00 2.845042720437049866e+00 -1.047104962170124054e+00 3.053006649017333984e+00
-2.966111421585083008e+00 9.558810591697692871e-01 -2.793577432632446289e+00 8.824802711606025696e-01 3.194001674652099609e+00
9.387156367301940918e-01 3.089225530624389648e+00 8.650022298097610474e-01 2.907810345292091370e+00 3.154100656509399414e+00
-7.591556757688522339e-02 -3.592934370040893555e+00 -7.662685937248170376e-02 -3.462558239698410034e+00 3.234113931655883789e+00
6.624437123537063599e-02 3.501883745193481445e+00 6.259143957868218422e-02 3.376246154308319092e+00 3.265630006790161133e+00
-3.593168258666992188e+00 4.768206179141998291e-02 -3.467440694570541382e+00 4.658147983718663454e-02 3.232752323150634766e+00
3.496391057968139648e+00 -6.900261342525482178e-02 3.366081982851028442e+00 -6.746074650436639786e-02 3.269067049026489258e+00
1.138112843036651611e-01 -3.462745189666748047e+00 1.094873226247727871e-01 -3.337053775787353516e+00 3.276959419250488281e+00
-3.472347974777221680e+00 -1.731971651315689087e-01 -3.349141329526901245e+00 -1.699623046442866325e-01 3.265824794769287109e+00
-2.778211236000061035e-01 3.419861078262329102e+00 -2.736903605982661247e-01 3.291195482015609741e+00 3.271034717559814453e+00
3.653850555419921875e-01 -3.165957212448120117e+00 3.516216073185205460e-01 -3.041289575397968292e+00 3.343645095825195312e+00
-3.102926015853881836e+00 -2.354028970003128052e-01 -2.993182651698589325e+00 -2.296428582631051540e-01 3.390779972076416016e+00
-3.725160062313079834e-01 3.191611528396606445e+00 -3.638363312929868698e-01 3.067256100475788116e+00 3.333737134933471680e+00
3.088777542114257812e+00 6.091535091400146484e-01 2.943487331271171570e+00 5.807969681918621063e-01 3.300631761550903320e+00
3.337807655334472656e+00 3.109456598758697510e-01 3.205727785825729370e+00 3.031719685532152653e-01 3.294983863830566406e+00
-2.186329364776611328e+00 -2.970741271972656250e+00 -1.874021977186203003e+00 -2.620032966136932373e+00 2.495222568511962891e+00
3.113776445388793945e+00 -2.063270568847656250e+00 2.760177284479141235e+00 -1.762762069702148438e+00 2.498253822326660156e+00
-3.119359970092773438e+00 2.139907836914062500e+00 -2.762861043214797974e+00 1.826408088207244873e+00 2.452678918838500977e+00
2.005576133728027344e+00 3.102822780609130859e+00 1.715714871883392334e+00 2.761959016323089600e+00 2.537038564682006836e+00
2.733896732330322266e+00 3.217061042785644531e+00 2.306441009044647217e+00 2.773382216691970825e+00 2.071441411972045898e+00
3.023230791091918945e+00 -2.562101602554321289e+00 2.616783171892166138e+00 -2.177331268787384033e+00 2.256783723831176758e+00
-2.619849920272827148e+00 -3.003324985504150391e+00 -2.232087880373001099e+00 -2.598278701305389404e+00 2.239002704620361328e+00
1.854742169380187988e+00 -3.147216796875000000e+00 1.593985438346862793e+00 -2.823226124048233032e+00 2.607096195220947266e+00
-1.942243099212646484e+00 3.173163652420043945e+00 -1.669491618871688843e+00 2.838132083415985107e+00 2.548003196716308594e+00
3.155614614486694336e+00 1.885709166526794434e+00 2.825367510318756104e+00 1.622154325246810913e+00 2.588008165359497070e+00
-3.283243656158447266e+00 -1.862393617630004883e+00 -2.952781051397323608e+00 -1.599871784448623657e+00 2.546902894973754883e+00
-3.139196157455444336e+00 -1.895647048950195312e+00 -2.815403223037719727e+00 -1.631324857473373413e+00 2.588771343231201172e+00
1.867648720741271973e+00 -2.965182781219482422e+00 1.610698580741882324e+00 -2.654381960630416870e+00 2.678924083709716797e+00
-1.878311634063720703e+00 2.990465164184570312e+00 -1.626051813364028931e+00 2.679977476596832275e+00 2.665801286697387695e+00
2.936314821243286133e+00 1.866835355758666992e+00 2.627023875713348389e+00 1.615400582551956177e+00 2.695164918899536133e+00
2.973602771759033203e+00 1.460613250732421875e+00 2.720202326774597168e+00 1.292664662003517151e+00 2.918185949325561523e+00
-3.017495870590209961e+00 -1.593840360641479492e+00 -2.748309075832366943e+00 -1.397468149662017822e+00 2.820444107055664062e+00
1.461548089981079102e+00 -3.112841367721557617e+00 1.287006750702857971e+00 -2.851339608430862427e+00 2.856698513031005859e+00
-1.474245190620422363e+00 2.985592603683471680e+00 -1.306627452373504639e+00 2.734678775072097778e+00 2.905983924865722656e+00
2.987971544265747070e+00 1.036586046218872070e+00 2.795198723673820496e+00 9.505624398589134216e-01 3.147745132446289062e+00
9.621512889862060547e-01 -3.063935279846191406e+00 8.843899071216583252e-01 -2.879481539130210876e+00 3.152567386627197266e+00
-1.075973510742187500e+00 2.954615592956542969e+00 -9.860940948128700256e-01 2.763625860214233398e+00 3.140474319458007812e+00
-3.007574081420898438e+00 -9.743798971176147461e-01 -2.830147862434387207e+00 -8.985741138458251953e-01 3.169245958328247070e+00
-2.365267038345336914e+00 -3.069736957550048828e+00 -2.014706164598464966e+00 -2.686690300703048706e+00 2.347646713256835938e+00
3.160731315612792969e+00 -2.356956720352172852e+00 2.763913124799728394e+00 -1.997692048549652100e+00 2.306397199630737305e+00
-3.252851724624633789e+00 2.346477985382080078e+00 -2.855889201164245605e+00 1.985917627811431885e+00 2.272366046905517578e+00
2.358460903167724609e+00 3.176769256591796875e+00 1.996749758720397949e+00 2.781652271747589111e+00 2.298405885696411133e+00
-2.275352239608764648e+00 -2.796247959136962891e+00 -1.958051174879074097e+00 -2.452832132577896118e+00 2.526998519897460938e+00
2.845182895660400391e+00 -2.126732110977172852e+00 2.508481532335281372e+00 -1.827585458755493164e+00 2.583723545074462891e+00
-2.878475904464721680e+00 2.234829664230346680e+00 -2.533435940742492676e+00 1.917426884174346924e+00 2.509392738342285156e+00
2.127994298934936523e+00 2.800210952758789062e+00 1.829770833253860474e+00 2.471808046102523804e+00 2.604600906372070312e+00
-1.311290562152862549e-01 3.178618907928466797e+00 -1.309615965728880838e-01 3.065862715244293213e+00 3.377846002578735352e+00
6.693346891552209854e-03 -3.063503742218017578e+00 4.081867868080735207e-03 -2.956211596727371216e+00 3.426087379455566406e+00
-3.062247753143310547e+00 -5.043521150946617126e-02 -2.959223039448261261e+00 -4.955364175839349627e-02 3.423123836517333984e+00
3.186318635940551758e+00 1.819532960653305054e-01 3.066740788519382477e+00 1.782770298887044191e-01 3.371064901351928711e+00
3.063409805297851562e+00 -2.431958168745040894e-01 2.946213372051715851e+00 -2.364842472597956657e-01 3.407141923904418945e+00
-3.302658200263977051e-01 -2.979274034500122070e+00 -3.226722641848027706e-01 -2.865934595465660095e+00 3.422660350799560547e+00
-3.011417865753173828e+00 2.907850444316864014e-01 -2.902918800711631775e+00 2.822547741234302521e-01 3.414959669113159180e+00
2.111886441707611084e-01 3.046046495437622070e+00 2.031867485493421555e-01 2.935822553932666779e+00 3.416746139526367188e+00
